id,age,female,area,educ_years,income,pol_interest,pol_know,gotv,vote_intent
2682,43,0,suburban,14,46.2,6,4,0,5.5
2683,58,1,urban,15,62.6,6,7,0,6.2
2684,27,0,urban,15,24.4,6,6,0,5.8
2685,42,1,rural,15,54.1,6,5,0,6.3
2686,42,1,urban,12,43.2,3,3,0,3.4
2687,41,0,rural,12,24.7,6,7,0,5.7
2688,58,1,suburban,13,58.5,5,3,0,6.0
2689,18,1,rural,11,7.0,5,4,0,4.7
2690,37,0,urban,13,41.4,5,2,0,5.3
2691,60,0,rural,9,21.2,1,1,0,4.5
2692,53,1,urban,15,46.5,4,4,0,4.6
2693,57,0,urban,15,45.7,4,6,0,7.5
2694,35,0,suburban,13,53.1,3,1,0,3.7
2695,70,1,urban,17,33.7,7,7,1,9.2
2696,55,0,rural,15,53.7,5,5,0,4.8
2697,49,1,suburban,11,38.5,3,6,0,5.5
2698,57,1,rural,15,64.2,3,2,0,4.9
2699,83,1,suburban,8,32.6,3,2,0,4.9
2700,76,1,urban,15,29.9,6,6,1,7.1
2701,58,0,urban,13,22.4,5,4,0,2.3
2702,43,1,urban,13,64.6,7,7,0,5.4
2703,62,1,urban,16,94.5,7,6,1,8.6
2704,42,1,rural,15,88.7,6,6,0,5.0
2705,18,1,suburban,9,12.6,4,2,0,2.5
2706,30,0,rural,10,31.0,3,2,0,2.7
2707,50,1,suburban,17,85.4,6,8,1,6.9
2708,43,0,rural,17,48.0,1,5,0,5.7
2709,59,0,urban,9,36.0,6,1,0,5.7
2710,43,1,suburban,14,55.3,1,2,0,5.8
2711,41,1,rural,11,16.4,5,1,0,3.7
2712,64,1,urban,12,111.1,6,3,0,4.0
2713,58,1,rural,10,30.4,6,4,0,5.0
2714,43,1,suburban,12,28.3,3,4,0,5.8
2715,36,1,urban,12,59.1,4,5,0,3.7
2716,62,1,suburban,13,74.5,4,2,0,5.5
2717,49,0,rural,13,41.6,6,6,0,5.1
2718,32,1,urban,15,46.9,5,4,0,3.4
2719,50,0,rural,8,55.7,4,4,0,6.7
2720,67,1,urban,14,59.1,5,4,1,6.7
2721,50,1,suburban,8,31.9,6,5,0,3.1
2722,73,0,rural,17,44.9,8,7,1,8.9
2723,39,1,urban,19,114.2,5,4,1,6.9
2724,47,0,suburban,12,48.5,7,5,0,5.4
2725,63,1,suburban,11,20.7,5,6,0,7.8
2726,57,1,urban,16,80.6,4,5,0,5.7
2727,57,0,suburban,14,86.0,5,3,0,6.0
2728,28,1,suburban,14,46.9,6,2,0,4.3
2729,48,0,urban,16,41.2,6,7,0,5.8
2730,55,1,suburban,16,27.8,4,2,0,5.6
2731,41,1,rural,12,30.5,7,8,0,6.8
2732,46,0,urban,11,57.2,2,3,0,2.3
2733,52,1,suburban,13,66.9,5,5,1,8.6
2734,69,1,urban,14,69.9,5,3,1,6.6
2735,40,0,urban,10,19.3,6,7,0,3.3
2736,61,0,suburban,14,52.3,2,1,1,6.8
2737,52,0,urban,17,63.7,7,6,0,6.5
2738,60,1,urban,17,136.6,6,5,0,7.4
2739,18,0,rural,13,22.7,4,3,0,5.6
2740,32,1,urban,17,33.2,6,6,1,7.9
2741,62,0,urban,13,32.3,8,3,1,8.3
2742,88,0,rural,13,38.3,8,5,1,10.0
2743,36,1,rural,12,23.6,6,3,1,6.2
2744,42,0,rural,11,70.9,5,3,0,4.0
2745,49,1,rural,8,31.2,5,5,0,2.5
2746,63,0,urban,13,42.1,6,3,0,3.1
2747,55,0,rural,14,21.1,6,5,0,5.6
2748,28,1,suburban,11,51.1,5,4,0,4.4
2749,66,1,rural,9,35.3,6,5,0,4.5
2750,80,1,rural,10,50.5,4,4,0,4.9
2751,52,0,suburban,9,42.0,0,3,0,0.8
2752,41,1,rural,14,38.0,6,8,0,6.3
2753,72,1,rural,15,44.1,8,5,0,7.0
2754,47,1,urban,10,25.8,5,1,0,2.1
2755,51,0,suburban,15,36.2,5,1,0,4.7
2756,44,1,urban,12,60.8,4,4,1,6.3
2757,67,0,urban,13,32.5,5,6,1,6.5
2758,72,0,rural,15,49.0,5,7,1,7.0
2759,50,1,urban,10,69.6,6,1,0,5.2
2760,71,0,urban,14,46.1,7,1,0,5.0
2761,52,0,urban,15,61.8,3,3,0,4.4
2762,43,0,urban,13,48.1,6,3,0,3.6
2763,66,0,urban,16,62.0,6,6,0,6.4
2764,54,1,suburban,15,89.2,6,3,0,4.9
2765,54,1,suburban,11,79.4,5,5,0,4.2
2766,36,1,urban,19,70.0,4,6,1,4.7
2767,68,1,suburban,19,109.5,8,7,1,7.6
2768,32,0,rural,14,46.4,5,2,0,3.5
2769,18,0,rural,14,52.0,8,4,1,8.2
2770,74,1,urban,13,34.8,4,4,0,5.0
2771,26,0,urban,13,38.7,1,1,0,1.4
2772,31,0,rural,14,29.1,9,6,0,6.0
2773,51,1,urban,15,90.6,4,3,0,5.7
2774,47,0,suburban,12,40.5,1,3,0,4.7
2775,22,1,rural,15,75.8,5,2,0,2.1
2776,38,0,rural,13,31.2,9,6,1,5.7
2777,46,0,suburban,14,35.3,8,7,0,7.8
2778,54,0,suburban,12,42.3,2,2,0,3.1
2779,29,1,suburban,12,32.1,4,4,0,5.2
2780,34,0,rural,8,18.4,3,2,0,4.5
2781,34,1,urban,14,62.0,5,4,0,3.9
2782,61,1,rural,14,39.3,5,4,0,4.3
2783,44,0,urban,11,29.9,3,3,0,1.8
2784,37,0,urban,18,61.6,4,6,0,5.3
2785,79,1,urban,12,25.8,6,6,0,6.5
2786,46,0,urban,12,48.1,4,4,0,6.2
2787,57,1,rural,14,36.9,7,4,0,5.2
2788,62,1,suburban,13,51.3,6,4,0,4.4
2789,56,0,urban,14,35.1,8,5,0,7.4
2790,70,0,suburban,14,36.2,3,3,0,3.8
2791,77,1,suburban,15,66.8,6,3,0,4.8
2792,18,0,rural,9,23.6,3,1,0,2.7
2793,54,1,suburban,12,27.1,8,5,0,5.3
2794,52,0,urban,12,64.1,6,3,0,3.7
2795,31,0,suburban,12,34.4,7,4,1,8.6
2796,32,1,urban,12,30.1,3,0,0,4.0
2797,62,0,rural,15,39.8,7,7,0,6.2
2798,52,1,suburban,8,15.8,0,1,0,2.9
2799,76,1,urban,17,52.9,9,6,1,10.0
2800,22,1,suburban,11,54.3,4,1,0,1.9
2801,48,1,rural,13,31.8,8,5,1,8.0
2802,77,1,rural,15,61.3,5,5,0,6.0
2803,26,1,rural,12,25.3,7,7,0,5.2
2804,54,0,urban,13,37.7,5,2,0,4.6
2805,36,1,urban,11,30.9,5,6,1,6.3
2806,18,1,suburban,14,30.9,6,2,0,2.9
2807,32,1,rural,11,35.1,7,6,0,4.1
2808,39,0,suburban,17,37.8,7,5,0,6.2
2809,53,0,urban,15,54.1,6,5,0,5.7
2810,41,1,suburban,17,57.0,5,8,1,8.1
2811,53,1,suburban,19,63.1,6,1,0,4.3
2812,41,1,suburban,14,32.2,7,3,0,3.5
2813,62,1,suburban,18,71.3,7,7,1,8.6
2814,37,0,suburban,11,25.8,4,2,0,3.0
2815,45,1,urban,16,44.9,5,4,1,7.7
2816,74,1,rural,12,80.6,5,8,0,8.0
2817,25,1,suburban,12,58.2,2,3,0,5.3
2818,38,1,urban,16,45.0,4,3,0,6.5
2819,52,0,rural,12,30.5,6,6,1,7.1
2820,54,1,suburban,15,75.2,6,5,0,5.5
2821,38,0,rural,17,49.0,4,2,0,3.6
2822,22,1,urban,8,25.5,4,2,0,4.0
2823,54,0,rural,14,33.4,6,4,1,6.7
2824,58,0,suburban,9,30.6,3,1,0,2.2
2825,52,1,rural,14,70.3,8,6,0,5.9
2826,52,1,rural,15,56.4,9,7,1,7.9
2827,45,0,suburban,16,22.2,5,3,1,7.5
2828,45,1,rural,12,43.2,7,7,0,6.2
2829,24,1,urban,14,50.8,6,4,0,4.7
2830,39,1,rural,15,66.9,4,6,0,5.0
2831,39,0,rural,9,41.5,2,1,0,2.5
2832,57,1,rural,17,63.1,6,6,0,5.3
2833,34,0,suburban,15,41.8,5,6,1,8.1
2834,77,0,suburban,12,27.3,5,3,0,5.7
2835,18,1,urban,12,13.3,3,1,0,3.3
2836,28,0,rural,18,63.2,8,7,1,6.5
2837,51,1,rural,16,53.4,8,6,0,8.8
2838,41,0,suburban,15,24.3,4,2,0,5.5
2839,51,0,suburban,11,37.5,5,6,0,5.7
2840,62,1,urban,15,79.7,5,4,0,6.2
2841,45,1,urban,9,32.2,3,2,0,1.7
2842,28,1,rural,14,53.6,4,5,0,4.7
2843,57,1,rural,14,60.5,4,4,0,3.7
2844,48,1,urban,19,118.6,7,4,0,5.3
2845,57,0,rural,11,48.8,4,1,0,7.1
2846,49,0,rural,16,67.0,9,8,1,7.6
2847,39,1,suburban,14,39.6,4,2,0,4.5
2848,56,0,rural,18,101.2,6,6,0,7.6
2849,36,1,suburban,8,21.5,6,2,0,6.6
2850,74,1,suburban,11,47.1,7,1,0,7.3
2851,84,0,suburban,13,54.9,4,2,0,3.2
2852,56,0,urban,14,31.6,4,8,0,6.0
2853,22,0,rural,13,21.7,5,6,0,5.2
2854,54,1,suburban,13,35.1,6,5,0,4.6
2855,45,1,urban,11,44.5,1,3,0,3.8
2856,63,1,suburban,13,64.4,6,5,0,5.1
2857,75,0,rural,10,21.3,4,4,0,4.4
2858,68,0,rural,16,77.3,6,2,0,5.8
2859,59,0,rural,17,104.0,5,4,0,7.3
2860,39,0,suburban,14,65.8,3,2,0,3.1
2861,51,0,urban,13,56.1,4,4,0,5.0
2862,37,0,rural,10,38.0,5,2,0,5.9
2863,48,0,urban,19,117.6,5,8,1,7.4
2864,50,0,rural,13,49.0,9,7,0,7.9
2865,57,1,suburban,15,59.8,5,4,0,6.5
2866,69,1,suburban,15,44.9,8,6,1,7.8
2867,27,1,rural,10,31.3,6,3,1,5.8
2868,23,0,urban,10,31.4,2,0,0,0.7
2869,33,0,suburban,16,61.4,7,8,1,7.7
2870,46,1,rural,12,33.3,5,2,0,5.8
2871,48,0,urban,14,35.0,3,5,0,5.2
2872,63,0,urban,10,45.1,3,4,0,3.6
2873,37,1,urban,16,46.9,5,4,0,4.9
2874,43,0,urban,12,48.4,8,6,1,6.2
2875,53,0,rural,13,32.9,4,5,0,3.5
2876,44,1,rural,15,68.4,6,8,0,7.0
2877,73,1,suburban,13,35.4,8,8,1,8.2
2878,51,1,rural,13,45.1,3,5,0,4.2
2879,60,0,suburban,11,34.0,5,2,0,6.6
2880,32,1,suburban,16,47.3,3,3,0,3.4
2881,26,0,urban,15,64.0,4,6,0,5.1
2882,57,1,suburban,13,23.7,3,5,0,5.6
2883,63,0,urban,17,75.2,7,6,0,6.3
2884,55,1,urban,19,100.6,7,5,1,8.6
2885,43,0,rural,13,33.2,5,3,1,6.2
2886,68,0,urban,14,35.1,7,7,0,7.1
2887,43,0,suburban,14,54.2,7,4,1,5.7
2888,37,1,suburban,11,38.6,5,4,0,4.8
2889,20,1,suburban,11,27.3,5,3,1,7.3
2890,65,1,suburban,15,49.5,5,5,0,3.3
2891,88,0,urban,16,59.9,7,5,1,8.8
2892,67,0,rural,9,35.7,5,4,0,3.6
2893,65,1,rural,15,93.0,6,6,1,8.0
2894,52,1,suburban,12,26.7,6,4,0,7.0
2895,43,1,urban,15,81.4,2,2,0,2.5
2896,53,0,urban,12,43.3,4,3,0,4.5
2897,33,0,rural,9,40.8,5,2,0,4.6
2898,38,1,rural,10,29.7,4,4,0,4.1
2899,48,1,urban,15,21.5,4,3,0,3.1
2900,54,0,urban,16,58.0,7,8,0,7.0
2901,29,1,suburban,12,30.5,3,1,0,4.1
2902,46,0,urban,14,65.0,4,3,0,2.5
2903,47,1,suburban,15,35.9,4,6,0,5.0
2904,70,1,urban,9,30.1,8,3,0,7.8
2905,71,0,rural,13,41.6,7,7,0,7.7
2906,33,0,rural,14,44.5,3,3,1,10.0
2907,60,1,rural,16,86.5,5,5,0,7.5
2908,53,0,rural,15,49.7,5,7,0,3.3
2909,52,0,rural,15,64.9,5,6,0,5.5
2910,26,0,suburban,15,29.5,4,3,0,3.5
2911,63,1,rural,10,45.3,3,1,0,4.5
2912,52,0,urban,15,40.9,7,6,0,7.0
2913,55,0,rural,12,54.9,6,4,1,6.6
2914,22,0,rural,12,33.5,6,3,0,5.4
2915,24,0,suburban,16,20.1,4,5,1,6.8
2916,50,0,rural,17,61.6,6,7,1,7.1
2917,61,1,urban,13,43.4,3,4,1,6.2
2918,77,1,suburban,14,54.9,8,4,0,6.3
2919,38,0,urban,15,65.7,2,1,0,3.6
2920,49,0,rural,17,74.9,8,6,1,7.9
2921,47,0,rural,13,56.9,6,6,0,6.7
2922,69,1,suburban,11,58.3,4,3,0,5.0
2923,25,0,rural,11,18.7,1,3,0,1.6
2924,64,1,rural,15,51.9,4,2,0,5.9
2925,25,1,urban,15,64.5,5,7,0,4.7
2926,59,1,urban,12,36.6,6,1,0,5.3
2927,51,1,rural,12,40.4,6,6,0,5.5
2928,18,0,urban,18,60.0,6,2,1,6.4
2929,46,1,suburban,14,37.0,4,5,0,3.2
2930,46,0,rural,14,33.4,6,5,0,5.6
2931,42,0,rural,11,26.4,7,7,0,5.5
2932,29,1,urban,17,31.3,8,6,0,6.8
2933,69,1,suburban,11,28.2,5,6,1,7.6
2934,46,1,urban,13,48.8,4,3,0,3.6
2935,63,1,rural,10,29.6,6,3,0,5.1
2936,39,1,rural,13,24.6,2,5,0,4.8
2937,53,1,urban,15,44.0,5,3,0,5.4
2938,41,0,urban,13,37.6,7,8,0,4.7
2939,21,1,suburban,15,26.2,1,3,0,2.3
2940,57,1,urban,14,48.9,7,7,1,9.8
2941,50,0,urban,16,97.5,5,8,0,6.2
2942,73,1,suburban,17,52.9,6,4,1,6.0
2943,50,0,rural,9,29.3,4,4,0,4.8
2944,32,1,urban,15,83.3,6,2,0,5.0
2945,24,0,urban,18,46.6,4,7,0,5.7
2946,49,1,rural,13,31.7,3,2,0,4.0
2947,33,1,rural,8,37.5,8,6,1,7.2
2948,56,1,urban,14,62.0,7,6,0,7.2
2949,29,0,suburban,15,30.9,2,5,0,3.8
2950,41,1,suburban,15,39.7,6,5,0,3.6
2951,36,1,urban,11,32.2,4,1,1,6.5
2952,58,0,urban,10,19.7,2,2,0,4.5
2953,68,1,urban,14,18.6,5,4,0,5.9
2954,38,1,urban,11,26.3,2,1,0,2.7
2955,38,1,urban,13,106.8,6,5,1,7.0
2956,55,1,rural,14,55.8,5,6,1,7.8
2957,75,0,suburban,12,32.3,5,1,0,4.9
2958,63,0,urban,17,79.5,5,8,0,5.3
2959,56,0,suburban,13,80.3,5,2,0,4.5
2960,75,1,rural,14,56.6,7,7,0,6.8
2961,57,1,suburban,13,62.6,8,6,0,7.7
2962,56,1,suburban,12,32.0,5,5,0,7.2
2963,18,0,rural,14,31.9,5,2,1,5.3
2964,35,1,suburban,16,59.9,7,5,0,5.1
2965,57,0,rural,14,44.3,5,6,0,4.8
2966,48,1,rural,14,34.6,6,6,0,5.3
2967,36,1,rural,8,21.0,0,2,0,2.8
2968,21,1,rural,13,29.5,2,1,0,2.2
2969,29,0,urban,16,61.7,5,7,0,3.5
2970,55,1,rural,9,25.9,3,1,0,3.0
2971,42,0,suburban,17,65.5,4,3,0,3.3
2972,51,1,rural,14,54.6,6,3,1,6.9
2973,59,0,suburban,11,38.8,7,6,1,9.0
2974,82,1,urban,13,61.5,6,2,0,7.0
2975,67,0,urban,11,56.5,5,5,0,5.3
2976,47,1,suburban,8,23.0,5,2,0,4.0
2977,54,1,rural,13,67.3,4,4,0,3.5
2978,19,0,suburban,16,37.0,7,7,1,8.2
2979,21,1,rural,14,40.6,6,6,0,4.5
2980,36,1,rural,13,19.2,4,4,0,3.2
2981,32,1,urban,12,55.6,7,7,0,5.7
2982,47,1,urban,13,66.4,7,3,0,4.3
2983,58,0,suburban,14,62.1,5,7,0,3.6
2984,28,1,rural,14,58.4,4,5,0,4.4
2985,18,1,urban,16,53.4,7,7,1,7.3
2986,50,1,urban,11,40.2,3,2,0,4.5
2987,40,1,urban,15,97.3,7,6,0,7.4
2988,39,1,urban,15,30.9,6,6,0,6.3
2989,59,1,suburban,13,40.1,1,4,0,2.4
2990,47,0,rural,13,17.3,6,7,1,7.0
2991,70,1,suburban,16,91.9,7,7,1,8.2
2992,70,0,rural,14,42.0,5,4,0,5.6
2993,46,0,rural,10,35.3,6,3,0,5.7
2994,35,0,suburban,13,42.7,6,5,0,7.3
2995,42,1,rural,12,31.7,2,2,1,3.7
2996,69,1,urban,11,72.4,4,2,0,3.0
2997,66,1,urban,14,41.4,6,4,0,5.1
2998,59,1,urban,13,45.5,6,3,0,5.0
2999,72,0,urban,14,46.9,8,5,1,8.6
3000,70,1,suburban,8,21.1,1,0,0,5.8
